,jobCode,synteza,nazwa_zawodu
1867,121390,Opis w opracowaniu,Pozostali kierownicy do spraw strategii i planowania
1868,133090,Opis w opracowaniu,Pozostali kierownicy do spraw technologii informatycznych i telekomunikacyjnych
1869,121290,Opis w opracowaniu,Pozostali kierownicy do spraw zarządzania zasobami ludzkimi
1870,134690,Opis w opracowaniu,Pozostali kierownicy instytucji finansowych i ubezpieczeniowych
1871,131190,Opis w opracowaniu,Pozostali kierownicy produkcji w rolnictwie i leśnictwie
1872,131290,Opis w opracowaniu,Pozostali kierownicy produkcji w zakładach akwakultury i rybołówstwie
1873,522290,Opis w opracowaniu,Pozostali kierownicy sprzedaży w marketach
1874,141290,Opis w opracowaniu,Pozostali kierownicy w gastronomii
1875,132290,Opis w opracowaniu,Pozostali kierownicy w górnictwie
1876,142090,Opis w opracowaniu,Pozostali kierownicy w handlu detalicznym i hurtowym
1877,141190,Opis w opracowaniu,Pozostali kierownicy w hotelarstwie
1878,134590,Opis w opracowaniu,Pozostali kierownicy w instytucjach edukacyjnych
1879,134390,Opis w opracowaniu,Pozostali kierownicy w instytucjach opieki nad osobami starszymi
1880,134290,Opis w opracowaniu,Pozostali kierownicy w instytucjach opieki zdrowotnej
1881,134490,Opis w opracowaniu,Pozostali kierownicy w instytucjach pomocy społecznej
1882,134990,Opis w opracowaniu,Pozostali kierownicy w instytucjach usług wyspecjalizowanych gdzie indziej niesklasyfikowani
1883,751590,Opis w opracowaniu,Pozostali klasyfikatorzy żywności i pokrewni
1884,441390,Opis w opracowaniu,"Pozostali kodowacze, korektorzy i pokrewni"
1885,265290,Opis w opracowaniu,"Pozostali kompozytorzy, artyści muzycy i śpiewacy"
1886,511290,Opis w opracowaniu,Pozostali konduktorzy i pokrewni
1887,422190,Opis w opracowaniu,Pozostali konsultanci i inni pracownicy biur podróży
1888,313590,Opis w opracowaniu,Pozostali kontrolerzy (sterowniczy) procesów metalurgicznych
1889,313990,Opis w opracowaniu,Pozostali kontrolerzy (sterowniczy) procesów przemysłowych gdzie indziej niesklasyfikowani
1890,313390,Opis w opracowaniu,Pozostali kontrolerzy (sterowniczy) procesów w przemyśle chemicznym
1891,315490,Opis w opracowaniu,Pozostali kontrolerzy ruchu lotniczego i personel pokrewny
1892,722190,Opis w opracowaniu,Pozostali kowale i operatorzy pras kuźniczych
1893,753190,Opis w opracowaniu,"Pozostali krawcy, kuśnierze, kapelusznicy i pokrewni"
1894,311890,Opis w opracowaniu,Pozostali kreślarze
1895,512090,Opis w opracowaniu,Pozostali kucharze
1896,713290,Opis w opracowaniu,Pozostali lakiernicy
1897,226290,Opis w opracowaniu,Pozostali lekarze dentyści specjaliści
1898,221290,Opis w opracowaniu,Pozostali lekarze specjaliści
1899,225290,Opis w opracowaniu,Pozostali lekarze weterynarii specjaliści
1900,441290,Opis w opracowaniu,Pozostali listonosze i pokrewni
1901,264190,Opis w opracowaniu,Pozostali literaci i inni autorzy tekstów
1902,961190,Opis w opracowaniu,Pozostali ładowacze nieczystości
1903,432190,Opis w opracowaniu,Pozostali magazynierzy i pokrewni
1904,713190,Opis w opracowaniu,Pozostali malarze i pokrewni
1905,835090,Opis w opracowaniu,Pozostali marynarze i pokrewni
1906,751190,Opis w opracowaniu,"Pozostali masarze, robotnicy w przetwórstwie ryb i pokrewni"
1907,834390,Opis w opracowaniu,Pozostali maszyniści i operatorzy maszyn i urządzeń dźwigowo-transportowych i pokrewni
1908,831190,Opis w opracowaniu,Pozostali maszyniści kolejowi i metra
1909,818290,Opis w opracowaniu,Pozostali maszyniści kotłów parowych i pokrewni
1910,212090,Opis w opracowaniu,"Pozostali matematycy, aktuariusze i statystycy"
1911,723390,Opis w opracowaniu,Pozostali mechanicy maszyn i urządzeń rolniczych i przemysłowych
1912,723190,Opis w opracowaniu,Pozostali mechanicy pojazdów samochodowych
1913,731190,Opis w opracowaniu,Pozostali mechanicy precyzyjni
1914,723290,Opis w opracowaniu,Pozostali mechanicy statków powietrznych i pokrewni
1915,211290,Opis w opracowaniu,Pozostali meteorolodzy
1916,312390,Opis w opracowaniu,Pozostali mistrzowie produkcji w budownictwie
1917,312290,Opis w opracowaniu,Pozostali mistrzowie produkcji w przemyśle przetwórczym
1918,742190,Opis w opracowaniu,Pozostali monterzy elektronicy i serwisanci urządzeń elektronicznych
1919,821990,Opis w opracowaniu,Pozostali monterzy gdzie indziej niesklasyfikowani
1920,712790,Opis w opracowaniu,Pozostali monterzy i konserwatorzy instalacji klimatyzacyjnych i chłodniczych
1921,742290,Opis w opracowaniu,Pozostali monterzy i serwisanci instalacji i urządzeń teleinformatycznych
1922,731290,Opis w opracowaniu,Pozostali monterzy instrumentów muzycznych
1923,712490,Opis w opracowaniu,Pozostali monterzy izolacji
1924,711190,Opis w opracowaniu,Pozostali monterzy konstrukcji budowlanych i konserwatorzy budynków
1925,721590,Opis w opracowaniu,Pozostali monterzy konstrukcji linowych
1926,741390,Opis w opracowaniu,Pozostali monterzy linii elektrycznych
1927,821190,Opis w opracowaniu,Pozostali monterzy maszyn i urządzeń mechanicznych
1928,821390,Opis w opracowaniu,Pozostali monterzy sprzętu elektronicznego
1929,821290,Opis w opracowaniu,Pozostali monterzy sprzętu elektrycznego
1930,711290,Opis w opracowaniu,Pozostali murarze i pokrewni
1931,343690,Opis w opracowaniu,Pozostali muzycy i pokrewni
1932,231090,Opis w opracowaniu,Pozostali nauczyciele akademiccy
1933,233090,Opis w opracowaniu,Pozostali nauczyciele gimnazjów i szkół ponadgimnazjalnych (z wyjątkiem nauczycieli kształcenia zawodowego)
1934,232090,Opis w opracowaniu,Pozostali nauczyciele kształcenia zawodowego
1935,234190,Opis w opracowaniu,Pozostali nauczyciele szkół podstawowych
1936,235290,Opis w opracowaniu,Pozostali nauczyciele szkół specjalnych
1937,235590,Opis w opracowaniu,Pozostali nauczyciele sztuki w placówkach pozaszkolnych
1938,754190,Opis w opracowaniu,Pozostali nurkowie
1939,753690,Opis w opracowaniu,Pozostali obuwnicy i pokrewni
1940,315290,Opis w opracowaniu,"Pozostali oficerowie pokładowi, piloci żeglugi i pokrewni"
1941,611390,Opis w opracowaniu,Pozostali ogrodnicy
1942,321190,Opis w opracowaniu,Pozostali operatorzy aparatury medycznej
1943,818990,Opis w opracowaniu,Pozostali operatorzy innych maszyn i urządzeń przetwórczych gdzie indziej niesklasyfikowani
1944,815790,Opis w opracowaniu,Pozostali operatorzy maszyn do prania
1945,815690,Opis w opracowaniu,Pozostali operatorzy maszyn do produkcji obuwia
1946,814190,Opis w opracowaniu,Pozostali operatorzy maszyn do produkcji wyrobów gumowych
1947,814390,Opis w opracowaniu,Pozostali operatorzy maszyn do produkcji wyrobów papierniczych
1948,816090,Opis w opracowaniu,Pozostali operatorzy maszyn do produkcji wyrobów spożywczych i pokrewni
1949,815990,Opis w opracowaniu,"Pozostali operatorzy maszyn do produkcji wyrobów włókienniczych, futrzarskich i skórzanych gdzie indziej niesklasyfikowani"
1950,814290,Opis w opracowaniu,Pozostali operatorzy maszyn do produkcji wyrobów z tworzyw sztucznych
1951,815590,Opis w opracowaniu,Pozostali operatorzy maszyn do wyprawiania futer i skór
1952,817290,Opis w opracowaniu,Pozostali operatorzy maszyn i urządzeń do obróbki drewna
1953,812190,Opis w opracowaniu,Pozostali operatorzy maszyn i urządzeń do produkcji i przetwórstwa metali
1954,811490,Opis w opracowaniu,"Pozostali operatorzy maszyn i urządzeń do produkcji wyrobów cementowych, kamiennych i pokrewni"
1955,813190,Opis w opracowaniu,Pozostali operatorzy maszyn i urządzeń do produkcji wyrobów chemicznych
1956,811290,Opis w opracowaniu,Pozostali operatorzy maszyn i urządzeń do przeróbki mechanicznej kopalin
1957,815190,Opis w opracowaniu,Pozostali operatorzy maszyn przędzalniczych i pokrewni
1958,815290,Opis w opracowaniu,Pozostali operatorzy maszyn tkackich i dziewiarskich
1959,351390,Opis w opracowaniu,Pozostali operatorzy sieci i systemów komputerowych
1960,834290,Opis w opracowaniu,Pozostali operatorzy sprzętu do robót ziemnych i urządzeń pokrewnych
1961,812290,Opis w opracowaniu,Pozostali operatorzy urządzeń do obróbki powierzchniowej metali i nakładania powłok
1962,813290,Opis w opracowaniu,Pozostali operatorzy urządzeń do produkcji materiałów światłoczułych i obróbki filmów
1963,818190,Opis w opracowaniu,Pozostali operatorzy urządzeń do produkcji wyrobów szklanych i ceramicznych
1964,352190,Opis w opracowaniu,Pozostali operatorzy urządzeń do rejestracji i transmisji obrazu i dźwięku
1965,313290,Opis w opracowaniu,"Pozostali operatorzy urządzeń do spalania odpadów, uzdatniania wody i pokrewni"
1966,817190,Opis w opracowaniu,Pozostali operatorzy urządzeń do wyrobu masy papierniczej i produkcji papieru
1967,313190,Opis w opracowaniu,Pozostali operatorzy urządzeń energetycznych
1968,818390,Opis w opracowaniu,"Pozostali operatorzy urządzeń pakujących, znakujących i urządzeń do napełniania butelek"
1969,351190,Opis w opracowaniu,Pozostali operatorzy urządzeń teleinformatycznych
1970,352290,Opis w opracowaniu,Pozostali operatorzy urządzeń telekomunikacyjnych
1971,811390,Opis w opracowaniu,"Pozostali operatorzy urządzeń wiertniczych i wydobywczych ropy, gazu i innych surowców"
1972,834190,Opis w opracowaniu,Pozostali operatorzy wolnobieżnych maszyn rolniczych i leśnych
1973,531190,Opis w opracowaniu,Pozostali opiekunowie dziecięcy
1974,516490,Opis w opracowaniu,Pozostali opiekunowie zwierząt domowych i pracownicy zajmujący się zwierzętami
1975,325390,Opis w opracowaniu,Pozostali optycy okularowi
1976,333290,Opis w opracowaniu,Pozostali organizatorzy konferencji i imprez
1977,751290,Opis w opracowaniu,"Pozostali piekarze, cukiernicy i pokrewni"
1978,315390,Opis w opracowaniu,Pozostali piloci statków powietrznych i personel pokrewny
1979,343290,Opis w opracowaniu,"Pozostali plastycy, dekoratorzy wnętrz i pokrewni"
1980,335590,Opis w opracowaniu,Pozostali policjanci
1981,712290,Opis w opracowaniu,"Pozostali posadzkarze, parkieciarze i glazurnicy"
1982,332490,Opis w opracowaniu,Pozostali pośrednicy handlowi
1983,333390,Opis w opracowaniu,Pozostali pośrednicy pracy i zatrudnienia
1984,333990,Opis w opracowaniu,Pozostali pośrednicy usług biznesowych gdzie indziej niesklasyfikowani
1985,334390,Opis w opracowaniu,Pozostali pracownicy administracyjni i sekretarze biura zarządu
1986,343390,Opis w opracowaniu,"Pozostali pracownicy bibliotek, galerii, muzeów, informacji naukowej i pokrewni"
1987,422590,Opis w opracowaniu,Pozostali pracownicy biur informacji
1988,331290,Opis w opracowaniu,"Pozostali pracownicy do spraw kredytów, pożyczek i pokrewni"
1989,431190,Opis w opracowaniu,Pozostali pracownicy do spraw rachunkowości i księgowości
1990,431290,Opis w opracowaniu,"Pozostali pracownicy do spraw statystyki, finansów i ubezpieczeń"
1991,432390,Opis w opracowaniu,Pozostali pracownicy do spraw transportu
1992,532290,Opis w opracowaniu,Pozostali pracownicy domowej opieki osobistej
1993,441590,Opis w opracowaniu,Pozostali pracownicy działów kadr
1994,441990,Opis w opracowaniu,Pozostali pracownicy obsługi biura gdzie indziej niesklasyfikowani
1995,411090,Opis w opracowaniu,Pozostali pracownicy obsługi biurowej
1996,515190,Opis w opracowaniu,"Pozostali pracownicy obsługi technicznej biur, hoteli i innych obiektów"
1997,541390,Opis w opracowaniu,Pozostali pracownicy ochrony osób i mienia
1998,532990,Opis w opracowaniu,Pozostali pracownicy opieki osobistej w ochronie zdrowia i pokrewni gdzie indziej niesklasyfikowani
1999,732190,Opis w opracowaniu,Pozostali pracownicy przy pracach przygotowawczych do druku
2000,315190,Opis w opracowaniu,Pozostali pracownicy służb technicznych żeglugi
2001,524990,Opis w opracowaniu,Pozostali pracownicy sprzedaży i pokrewni gdzie indziej niesklasyfikowani
2002,951090,Opis w opracowaniu,Pozostali pracownicy świadczący usługi na ulicach
2003,515290,Opis w opracowaniu,Pozostali pracownicy usług domowych
2004,541990,Opis w opracowaniu,Pozostali pracownicy usług ochrony gdzie indziej niesklasyfikowani
2005,516990,Opis w opracowaniu,Pozostali pracownicy usług osobistych gdzie indziej niesklasyfikowani
2006,341290,Opis w opracowaniu,"Pozostali pracownicy wsparcia rodziny, pomocy społecznej i pracy socjalnej"
2007,962290,Opis w opracowaniu,Pozostali pracownicy wykonujący dorywcze prace proste
2008,962990,Opis w opracowaniu,Pozostali pracownicy wykonujący prace proste gdzie indziej niesklasyfikowani
2009,341390,Opis w opracowaniu,Pozostali pracownicy z zakresu działalności religijnej
2010,912990,Opis w opracowaniu,Pozostali pracownicy zajmujący się sprzątaniem gdzie indziej niesklasyfikowani
2011,516390,Opis w opracowaniu,Pozostali pracownicy zakładów pogrzebowych
2012,323090,Opis w opracowaniu,Pozostali praktykujący niekonwencjonalne lub komplementarne metody terapii
2013,265690,Opis w opracowaniu,"Pozostali prezenterzy radiowi, telewizyjni i pokrewni"
2014,265490,Opis w opracowaniu,"Pozostali producenci filmowi, reżyserzy i pokrewni"
2015,251490,Opis w opracowaniu,Pozostali programiści aplikacji
2016,251390,Opis w opracowaniu,Pozostali projektanci aplikacji sieciowych i multimediów
2017,216690,Opis w opracowaniu,Pozostali projektanci grafiki i multimediów
2018,252190,Opis w opracowaniu,Pozostali projektanci i administratorzy baz danych
2019,216390,Opis w opracowaniu,Pozostali projektanci wzornictwa przemysłowego i odzieży
2020,332290,Opis w opracowaniu,Pozostali przedstawiciele handlowi
2021,111190,Opis w opracowaniu,Pozostali przedstawiciele władz publicznych
2022,511390,Opis w opracowaniu,Pozostali przewodnicy turystyczni i piloci wycieczek
2023,263490,Opis w opracowaniu,Pozostali psycholodzy i pokrewni
2024,422690,Opis w opracowaniu,Pozostali recepcjoniści (z wyłączeniem hotelowych)
2025,731790,Opis w opracowaniu,Pozostali rękodzielnicy wyrobów z drewna i pokrewnych materiałów
2026,731890,Opis w opracowaniu,"Pozostali rękodzielnicy wyrobów z tkanin, skóry i pokrewnych materiałów"
2027,711990,Opis w opracowaniu,Pozostali robotnicy budowlani robót stanu surowego i pokrewni gdzie indziej niesklasyfikowani
2028,712990,Opis w opracowaniu,Pozostali robotnicy budowlani robót wykończeniowych i pokrewni gdzie indziej niesklasyfikowani
2029,711690,Opis w opracowaniu,Pozostali robotnicy budowy dróg
2030,713390,Opis w opracowaniu,Pozostali robotnicy czyszczący konstrukcje budowlane i pokrewni
2031,621090,Opis w opracowaniu,Pozostali robotnicy leśni i pokrewni
2032,711390,Opis w opracowaniu,Pozostali robotnicy obróbki kamienia
2033,933390,Opis w opracowaniu,Pozostali robotnicy pracujący przy przeładunku towarów
2034,754990,Opis w opracowaniu,Pozostali robotnicy przemysłowi i rzemieślnicy gdzie indziej niesklasyfikowani
2035,751490,Opis w opracowaniu,Pozostali robotnicy przetwórstwa surowców roślinnych
2036,752190,Opis w opracowaniu,Pozostali robotnicy przygotowujący drewno i pokrewni
2037,721490,Opis w opracowaniu,Pozostali robotnicy przygotowujący i wznoszący konstrukcje metalowe
2038,751390,Opis w opracowaniu,Pozostali robotnicy w produkcji wyrobów mleczarskich
2039,931290,Opis w opracowaniu,"Pozostali robotnicy wykonujący prace proste w budownictwie drogowym, wodnym i pokrewni"
2040,931190,Opis w opracowaniu,Pozostali robotnicy wykonujący prace proste w kopalniach i kamieniołomach
2041,921590,Opis w opracowaniu,Pozostali robotnicy wykonujący prace proste w leśnictwie
2042,921490,Opis w opracowaniu,Pozostali robotnicy wykonujący prace proste w ogrodnictwie i sadownictwie
2043,932990,Opis w opracowaniu,Pozostali robotnicy wykonujący prace proste w przemyśle
2044,754490,Opis w opracowaniu,Pozostali robotnicy zwalczania szkodników i chwastów
2045,613090,Opis w opracowaniu,Pozostali rolnicy produkcji roślinnej i zwierzęcej
2046,611490,Opis w opracowaniu,Pozostali rolnicy upraw mieszanych
2047,611190,Opis w opracowaniu,Pozostali rolnicy upraw polowych
2048,331590,Opis w opracowaniu,Pozostali rzeczoznawcy (z wyłączeniem majątkowych)
2049,731990,Opis w opracowaniu,Pozostali rzemieślnicy gdzie indziej niesklasyfikowani
2050,611290,Opis w opracowaniu,Pozostali sadownicy
2051,334490,Opis w opracowaniu,Pozostali sekretarze medyczni i pokrewni
2052,334290,Opis w opracowaniu,Pozostali sekretarze prawni
2053,961290,Opis w opracowaniu,Pozostali sortowacze odpadów
2054,721290,Opis w opracowaniu,Pozostali spawacze i pokrewni
2055,242290,Opis w opracowaniu,Pozostali specjaliści do spraw administracji i rozwoju
2056,252990,Opis w opracowaniu,Pozostali specjaliści do spraw baz danych i sieci komputerowych gdzie indziej niesklasyfikowani
2057,229190,Opis w opracowaniu,"Pozostali specjaliści do spraw higieny, bezpieczeństwa pracy i ochrony środowiska"
2058,241190,Opis w opracowaniu,Pozostali specjaliści do spraw księgowości i rachunkowości
2059,213390,Opis w opracowaniu,Pozostali specjaliści do spraw ochrony środowiska
2060,243290,Opis w opracowaniu,Pozostali specjaliści do spraw public relations
2061,243190,Opis w opracowaniu,Pozostali specjaliści do spraw reklamy i marketingu
2062,251290,Opis w opracowaniu,Pozostali specjaliści do spraw rozwoju systemów informatycznych
2063,244090,Opis w opracowaniu,Pozostali specjaliści do spraw rynku nieruchomości
2064,252390,Opis w opracowaniu,Pozostali specjaliści do spraw sieci komputerowych
2065,263590,Opis w opracowaniu,Pozostali specjaliści do spraw społecznych
2066,243390,Opis w opracowaniu,Pozostali specjaliści do spraw sprzedaży (z wyłączeniem technologii informacyjno-komunikacyjnych)
2067,243490,Opis w opracowaniu,Pozostali specjaliści do spraw sprzedaży z dziedziny technologii teleinformatycznych
2068,242490,Opis w opracowaniu,Pozostali specjaliści do spraw szkoleń zawodowych i rozwoju kadr
2069,234290,Opis w opracowaniu,Pozostali specjaliści do spraw wychowania małego dziecka
2070,242190,"Przeprowadza, zgodnie z planem lub na doraźne polecenie kierownictwa, kontrolę merytoryczną i finansową wszelkich ogniw danej organizacji; wydaje opinie o funkcjonujących procedurach finansowych; analizuje przyczyny odstępstw od tych procedur; sporządza protokoły z kontroli, przedstawia wnioski z wyników kontroli w celu poprawy efektywności działania organizacji.",Pozostali specjaliści do spraw zarządzania i organizacji
2071,242390,Opis w opracowaniu,Pozostali specjaliści do spraw zarządzania zasobami ludzkimi
2072,235990,Opis w opracowaniu,Pozostali specjaliści nauczania i wychowania gdzie indziej niesklasyfikowani
2073,211490,Opis w opracowaniu,Pozostali specjaliści nauk o Ziemi
2074,229990,Opis w opracowaniu,Pozostali specjaliści ochrony zdrowia gdzie indziej niesklasyfikowani
2075,213290,Opis w opracowaniu,"Pozostali specjaliści w zakresie rolnictwa, leśnictwa i pokrewni"
2076,261990,Opis w opracowaniu,Pozostali specjaliści z dziedziny prawa gdzie indziej niesklasyfikowani
2077,333190,Opis w opracowaniu,Pozostali spedytorzy i pokrewni
2078,524490,Opis w opracowaniu,Pozostali sprzedawcy (konsultanci) w centrach sprzedaży telefonicznej / internetowej
2079,522390,Opis w opracowaniu,Pozostali sprzedawcy sklepowi (ekspedienci)
2080,511190,Opis w opracowaniu,Pozostali stewardzi
2081,752290,Opis w opracowaniu,Pozostali stolarze meblowi i pokrewni
2082,754290,Opis w opracowaniu,Pozostali strzałowi i pokrewni
2083,343490,Opis w opracowaniu,Pozostali szefowie kuchni i organizatorzy usług gastronomicznych
2084,712590,Opis w opracowaniu,Pozostali szklarze
2085,722490,Opis w opracowaniu,Pozostali szlifierze narzędzi i polerowacze metali
2086,731690,Opis w opracowaniu,"Pozostali szyldziarze, grawerzy i zdobnicy ceramiki, szkła i pokrewni"
2087,722290,Opis w opracowaniu,Pozostali ślusarze i pokrewni
2088,325290,Opis w opracowaniu,Pozostali środowiskowi pracownicy ochrony zdrowia
2089,753490,Opis w opracowaniu,Pozostali tapicerzy i pokrewni
2090,441490,Opis w opracowaniu,Pozostali technicy archiwiści i pokrewni
2091,311290,Opis w opracowaniu,Pozostali technicy budownictwa
2092,311690,Opis w opracowaniu,Pozostali technicy chemicy i pokrewni
2093,311490,Opis w opracowaniu,Pozostali technicy elektronicy i pokrewni
2094,311390,Opis w opracowaniu,Pozostali technicy elektrycy
2095,311790,Opis w opracowaniu,"Pozostali technicy górnictwa, metalurgii i pokrewni"
2096,311590,Opis w opracowaniu,Pozostali technicy mechanicy
2097,321490,Opis w opracowaniu,Pozostali technicy medyczni i dentystyczni
2098,314190,Opis w opracowaniu,Pozostali technicy nauk biologicznych
2099,311190,Opis w opracowaniu,"Pozostali technicy nauk chemicznych, fizycznych i pokrewni"
2100,311990,Opis w opracowaniu,Pozostali technicy nauk fizycznych i technicznych gdzie indziej niesklasyfikowani
2101,314290,Opis w opracowaniu,Pozostali technicy rolnictwa i pokrewni
2102,351490,Opis w opracowaniu,Pozostali technicy sieci internetowych
2103,314490,Opis w opracowaniu,Pozostali technicy technologii żywności
2104,324090,Opis w opracowaniu,Pozostali technicy weterynarii
2105,351290,Opis w opracowaniu,Pozostali technicy wsparcia informatycznego i technicznego
2106,342290,Opis w opracowaniu,"Pozostali trenerzy, instruktorzy i działacze sportowi"
2107,265990,Opis w opracowaniu,Pozostali twórcy i artyści gdzie indziej niesklasyfikowani
2108,712390,Opis w opracowaniu,Pozostali tynkarze i pokrewni
2109,216490,Opis w opracowaniu,Pozostali urbaniści i inżynierowie ruchu drogowego
2110,335290,Opis w opracowaniu,Pozostali urzędnicy do spraw podatków
2111,335390,Opis w opracowaniu,Pozostali urzędnicy do spraw świadczeń społecznych
2112,335490,Opis w opracowaniu,Pozostali urzędnicy organów udzielających licencji
2113,335990,Opis w opracowaniu,Pozostali urzędnicy państwowi do spraw nadzoru gdzie indziej niesklasyfikowani
2114,752390,Opis w opracowaniu,Pozostali ustawiacze i operatorzy maszyn do obróbki drewna i pokrewni
2115,722390,Opis w opracowaniu,Pozostali ustawiacze i operatorzy obrabiarek do metali i pokrewni
2116,421490,Opis w opracowaniu,Pozostali windykatorzy i pokrewni
2117,235190,Opis w opracowaniu,Pozostali wizytatorzy i specjaliści metod nauczani
2118,522190,Opis w opracowaniu,Pozostali właściciele sklepów
2119,753590,Opis w opracowaniu,"Pozostali wyprawiacze skór, garbarze i pokrewni"
2120,111290,Opis w opracowaniu,Pozostali wyżsi urzędnicy administracji rządowej
2121,961390,Opis w opracowaniu,Pozostali zamiatacze i pokrewni
2122,332390,Opis w opracowaniu,Pozostali zaopatrzeniowcy
2123,111490,Opis w opracowaniu,Pozostali zawodowi działacze organizacji członkowskich
2124,514290,Opis w opracowaniu,Pozostałe kosmetyczki i pokrewni
2125,413190,Opis w opracowaniu,Pozostałe maszynistki i operatorzy edytorów tekstu
2126,312190,Opis w opracowaniu,Pozostałe osoby dozoru ruchu w górnictwie
2127,222290,Opis w opracowaniu,Pozostałe pielęgniarki z tytułem specjalisty
2128,223290,Opis w opracowaniu,Pozostałe położne z tytułem specjalisty
2129,911290,Opis w opracowaniu,"Pozostałe pomoce i sprzątaczki biurowe, hotelowe i podobne"
2130,753390,Opis w opracowaniu,"Pozostałe szwaczki, hafciarki i pokrewni"
2131,532190,Opis w opracowaniu,Pozostały pomocniczy personel medyczny
2132,331490,Opis w opracowaniu,Pozostały średni personel do spraw statystyki i dziedzin pokrewnych
2133,325990,Opis w opracowaniu,Pozostały średni personel do spraw zdrowia gdzie indziej niesklasyfikowany
2134,325590,Opis w opracowaniu,"Pozostały średni personel ochrony środowiska, medycyny pracy i bhp"
2135,343990,Opis w opracowaniu,Pozostały średni personel w zakresie działalności artystycznej i kulturalnej gdzie indziej niesklasyfikowany
2136,341190,Opis w opracowaniu,Pozostały średni personel z dziedziny prawa i pokrewny
2137,333302,"Odpowiada za zapewnienie zasobów kadrowych o odpowiednich umiejętnościach i kwalifikacjach do wykonania określonej pracy na rzecz osób trzecich (fizycznych lub prawnych);
zajmuje się rekrutacją, selekcją i zatrudnianiem pracowników, a następnie oddelegowywaniem ich na określony czas i do wykonania określonej pracy na rzecz innego podmiotu.",Pracownik agencji pracy tymczasowej
2138,422101,"Realizuje politykę handlową biura, gromadzi i opracowuje informacje o usługach turystycznych oraz paraturystycznych; prezentuje i sprzedaje ofertę klientom, zgodnie z systemami handlowo-eksploatacyjnymi biura; prowadzi dokumentację usług oferowanych, zamówionych, sprzedanych, anulowanych i realizowanych.",Pracownik biura podróży
2139,422601,"Odpowiada za wydawanie przepustek, a także kontrolę tożsamości osób wchodzących na teren objęty kontrolą biura przepustek; kontroluje wjeżdżające i wyjeżdżające pojazdy.",Pracownik biura przepustek
2140,332202,"Pracownik centrum elektronicznej obsługi klienta realizuje usługi za pomocą narzędzi teleinformatycznych.
Pracownik centrum elektronicznej obsługi klienta wykonuje pracę o charakterze usługowym. Odpowiada za nawiązywanie kontaktów z potencjalnymi klientami oraz budowanie relacji pozwalających na dłuższą współpracę. Udziela klientom informacji o usługach/produktach oferowanych przez zatrudniającą go organizację i wyjaśnia im wszelkie wątpliwości. Przyjmuje zlecenia, które po sprawdzeniu pod względem merytorycznym i formalnym, przekazuje do realizacji oraz informuje klientów o statusie zlecenia. Pracownik centrum elektronicznej obsługi klienta odpowiada również za właściwy przepływ informacji pomiędzy klientem a działami przedsiębiorstwa powiązanymi z obsługą klienta. Do jego zadań może należeć również sprzedaż produktów/usług, przygotowywanie odpowiedniej dokumentacji i raportów, przyjmowanie reklamacji, przeprowadzanie ankiet i badań satysfakcji klientów.",Pracownik centrum elektronicznej obsługi klienta
2141,422201,"Pracownik centrum obsługi telefonicznej (pracownik call center) telefonicznie obsługuje klientów w zakresie sprzedaży, ankietowania, informacji, zgłaszania awarii i reklamacji.
Pracownik centrum obsługi telefonicznej jest zawodem o charakterze usługowym. Celem jego pracy jest kompleksowa telefoniczna obsługa klienta. W centrach obsługi telefonicznej z uwagi na różne obszary prowadzonych usług występują zróżnicowane zadania zawodowe. W przypadku specjalizacji sprzedażowej główne zadania pracownika polegają na aktywnej sprzedaży usług i/lub produktów, przeprowadzaniu badań ankietowych i badań metodą CATI (wspierany komputerowo wywiad telefoniczny). Jeśli obszarem działań centrum są usługi windykacyjne, to do zadań pracownika należy rozpoznanie sytuacji dłużnika, przypominanie o konieczności regulowania płatności, informowanie o karach i konsekwencjach, wyznaczanie harmonogramów spłat.
W ramach specjalizacji związanej z działalnością usługową pracownik wykonuje zadania polegające na przyjmowaniu zgłoszeń o nagłych zdarzeniach, reklamacji, skarg i wniosków, ich rozwiązywaniu, udzielaniu informacji. Pracownik może być zatrudniony w tzw. wewnętrznym call center, czyli w komórce organizacyjnej rodzimej instytucji powołanej dla obsługi telefonicznej klientów własnej firmy lub w tzw. zewnętrznym call center, świadczącym usługi różnym firmom, wykupującym określone pakiety usług telefonicznych.",Pracownik centrum obsługi telefonicznej (pracownik call center)
2142,754401,"Pracownik deratyzacji, dezynfekcji i dezynsekcji wykonuje zadania związane z zapobieganiem inwazji oraz likwidacją szkodników sanitarnych i mikroorganizmów szkodliwych dla człowieka, jego działalności lub produktów.
Celem pracy pracownika deratyzacji, dezynfekcji i dezynsekcji jest ochrona zdrowia i życia człowieka oraz jego bezpośredniego środowiska przed skutkami obecności i działań szkodników sanitarnych, np. przed skażeniem żywności drobnoustrojami chorobotwórczymi czy uszkodzeniami mechanicznymi. Do zadań pracownika deratyzacji, dezynfekcji i dezynsekcji należy określenie działań prewencyjnych, stosowanie chemicznych, fizycznych lub biologicznych metod zwalczania szkodników oraz dokumentowanie wykonanych czynności. Prace te muszą być zakończone likwidacją konsekwencji obecności niepożądanych organizmów żywych (np. usunięcie zapachów po procesach gnilnych) oraz wydaniem zaleceń co do dalszego postępowania dotyczącego likwidacji skutków obecności szkodników.","Pracownik deratyzacji, dezynfekcji i dezynsekcji"
